word,domain
reactivation,Med
activator,Sci+Med
activating,Edu
disparity,
prevail,
prevailing,
multiply,
multiplication,Edu
multiplier,
multiply,
multiplying,Hum
enzyme,Med+Sci
enzymes,Med+Sci
enzymatic,Med+Sci
biological,Sci+Med
computer,Sci
generator,
genre,Hum
generic,
generically,Hum
definitive,
definitively,
coincide,
coincidence,
coincidentally,
coincidental,Hum
coincident,
estrogen,Med+Sci
estrogenic,Med+Sci
tumor,Med
tumors,Med
antitumoractive,Med
tumorigenic,Med
tumorigenesis,Med
leisure,
leisurely,
leisurely,
leisured,
maternal,
maternally,Sci
intend,
intended,
unintended,
primitive,
primitive,Hum
primitivism,Hum
primitively,Sci
transcend,
transcendent,Rel
transcendence,Rel
transcendental,Hum+Rel
transcending,
transcendentally,Hum+Rel
education,Edu
educational,Edu
educator,Edu+Hum
educate,
educated,
educationally,Edu+Hum
uneducated,
educative,Edu
educationist,Edu+Hum
educating,Edu
educating,
dependency,
bureaucratic,
bureaucrat,Law
bureaucratization,
bureaucratically,
bureaucratized,
perpetuate,
perpetuation,
robust,
robustness,
robustly,
gradually,
gradual,
gradualism,
exemplify,
exemplification,Hum
appropriation,
appropriated,Hum
locus,
exacerbate,
exacerbation,Med
proximity,
refuse,
refusal,
refuse,
refused,
tangible,
intangible,
intangibles,
tangibly,Hum
stand,
stand,
standing,
long-standing,
standing,Med
offspring,
apparatus,
thoroughly,
thorough,
thoroughness,
pragmatic,
pragmatically,
pragmatics,Edu+Hum
regular,
regularly,
irregular,
regularity,
irregularity,
regular,
irregularly,
regularize,
irregular,His
regularization,Hum
regularized,Hum
enlarge,
enlargement,
enlarged,Med
enlarger,Sci
enlarging,Med
convergence,
converge,
convergent,
converging,
workforce,
livestock,
continuum,
reform,
reform,
reformer,
reformation,Rel
reformed,Rel
reformist,His
reforming,
reformist,His+Law
unreformed,Law
reformism,His
reformatory,His
cumulative,
cumulatively,
heterogeneous,
heterogeneity,
heterogenous,
incremental,
increment,
incrementally,
incrementalism,Law
focal,
paradox,
paradoxically,Hum
paradoxical,Hum
rotavirus,Med
replication,Med+Sci
proteasome,Med
viroplasms,Med
absence of pkr attenuates the anti-hsv-1 activity of an adenoviral vector expressing murine ifn-β
qualify,
qualified,Edu
qualification,
unqualified,
qualifying,
qualifier,
qualifying,Edu
inherit,
inheritance,
inherited,
inheritor,
prestige,
prestigious,
petroleum,
preclude,
trauma,Hum
traumatic,
constituency,
necrosis,Med
network,Sci+Hum
networking,Sci+Hum+Soc
network,
networked,Hum+Soc
networker,Fin
inferior,
inferiority,
inferior,
canine,Sci
epizootic,Sci+Med
hinder,
hindrance,
unhindered,
hindered,Edu
familiar,
unfamiliar,
familiarity,
familiarize,
unfamiliarity,
familiarization,
familiar,Hum
familiarly,Hum
erode,
eroding,
eroded,Sci
facet,
multifaceted,
faceted,
salient,
salience,Soc
work,
work,
worker,
works,Hum
working,
co-worker,
working,
workable,
rework,
unworkable,
reworking,Hum
worked,Edu
reworked,
unworked,Hum
adenoviral,Med
salmonella,Med
health,Med+Soc+Hum
sars-cov,Med+Sci
open,
open,
opening,
openly,
openness,
reopen,
open,
opener,
reopening,
unopened,
opened,Hum
opening,Hum
reopened,Hum
Greek,
Greek,
Grecian,
koprowski,Hum
discern,
discernment,Rel
discerning,Rel
discernable,
ampa,Sci
accordance,
accord,
accord,His
accordance,
disproportionate,
disproportionately,
disproportionately,
disproportion,Law
hospitalizations,Med
aquaculture,Sci
radicals,Med+Sci
vaccination,Med
t-cell,Med
compound,
compound,
compounded,
compounding,Fin
compounding,Med
inclusive,
inclusive,Med
numerical,
numerically,
numeric,
reconciliation,Law
reconcile,
reconciled,Rel
reconcilable,Rel
straightforward,
straightforwardly,Hum
straightforwardness,Hum
posit,
posited,Hum+Rel
privilege,
privileged,
privilege,
privileging,Hum
translational,Soc
ligase,Med
allow,
allowance,
allowable,
allowed,
susceptible,
susceptibility,Med
commercial,
commerce,Law
commercially,
commercial,
commercialization,
commercialize,
commercialism,
commercialized,
epitope,Sci
linderaspirone,Med
mutations,Sci+Med
degradation,Med+Sci
viroporins,Med
helicase,Med+Sci
hcv,Med
autophagy,Med
smallpox,Med
vaccination,Med
paramyxoviruses,Med
bioid,Sci
remainder,
concurrent,
concurrently,
mitigate,
mitigation,Law
mitigating,
unmitigated,
decisive,
decisively,
indecisive,His
decisiveness,
indecisiveness,
indecisively,Hum
utilize,Edu
utilization,
utilized,
southeast,
southwest,
southeastern,
southwestern,
southward,
southward,
southwesterly,
contend,
contention,
contender,
contending,
acknowledge,
acknowledgment,
acknowledgement,Med
acknowledged,
unacknowledged,
whereby,
thereafter,
hybrid,
hybrid,Sci
hybridization,Sci
hybridize,Sci
hybridized,Hum
eliminate,
elimination,
eliminated,
eliminator,Sci
span,
span,
discrete,
endure,
enduring,
endurance,Med
unendurable,
endurable,His
displacement,Med
displace,
displaced,
intuitive,
intuitively,
probe,Edu
probe,
probing,
probing,
outreach,
outreach,
dom34,Sci
time,
timing,
full-time,Edu
part-time,Edu
timely,
time,
timeless,Hum
timer,
untimely,
timeliness,
timed,Edu
timelessness,Hum
untimed,Edu
resonance,
hypothetical,
hypothetically,
hypothetical,Law
appendix,
multimedia,
quantify,
quantifiable,
quantification,Med
quantified,
unquantifiable,Law
enrich,
enrichment,Edu
enriched,Edu
enriching,
conference,
confer,
conferencing,Edu
training,Edu
train,
train,
trainer,Med
trained,
trainee,Edu
untrained,
homogeneous,
homogenous,
homogeneously,Edu
alleviate,
alleviation,Law
infinite,
infinitely,
adjacent,
adjacent,
anticipate,
anticipated,
anticipation,
unanticipated,
anticipatory,Soc
denote,
denotation,Hum
friction,
frictional,Sci
culminate,
culmination,
decentralized,
decentralization,
decentralize,
default,
default,
defaulter,Fin
defaulted,Fin
equilibrium,
mandate,
mandate,
mandated,Edu
advent,
authoritative,
authoritatively,
delineate,
delineation,
delineated,
perfect,
perfectly,
perfection,Rel
perfectionism,Rel
imperfect,
perfect,
imperfection,
perfectionist,Rel
imperfectly,
perfected,Hum
perfecting,Rel
imperfect,Hum
terminology,
terminological,
nominal,
nominally,
balance,
balance,
balanced,
imbalance,
balancing,Law
unbalanced,
imbalanced,Soc
unbalance,
deprive,
deprivation,
deprived,
detrimental,
detriment,
comprehension,Edu
comprehend,
incomprehension,Hum
uncomprehending,Rel
uncomprehendingly,
organic,Sci
impede,
unimpeded,
evidence,
evidence,
evidential,Rel
deep,
depth,
deeply,
deep,
in-depth,
deepen,
deepest,Rel
deepening,His
deep,
deepened,Rel
eventually,
eventual,
eventuality,
mers-cov,Med
incur,
endoplasmic,Sci+Med
equitable,
inequitable,
equitably,
inequitably,Edu
cohesion,
togaviruses,Med
infectious,Med
togavirus,Med
benchmark,
holistic,
holistically,Edu
holism,
sound,Hum
sound,
sound,
sounding,Rel
sound,
soundless,Hum
soundlessly,Law+Hum
sounded,His
usp18,Sci
mammalian,Sci
preiksaitis,Med
limaye,Med
henipaviruses,Med
reciprocal,
reciprocally,
fusion,
fuse,
fuse,
fused,Sci
software,Sci
fusing,
ethic,
analogous,
analogously,Rel
submission,
presently,
ascertain,
ascertainable,Law
equate,
myriad,
finite,
footnote,
footnote,
segregation,
segregate,
segregated,
segregationist,His
cytometry,Med
usp14,Sci
cholangitis,Med
ercp,Med
insist,
insistence,
insistent,
insistently,Hum
eradicate,
eradication,
consciousness,Rel
conscious,
unconscious,Hum
consciously,
unconsciously,
unconscious,Hum
unconsciousness,
engender,
3-benzodiazepine,Sci
2-benzodiazepine,Sci
benzodiazepine,Sci
pirh2,Sci
viruses,Med
proteome,Sci+Med
cosine,Sci
plague,Med
tissue-based,Med
tissue,Med
pestis,Med
affirm,Rel
parvoviridae,Sci
affirmative,Law
affirmation,Rel
subgenomic,Sci
reaffirm,
m18bp1,Sci+Med
chromatin,Sci
affirmatively,
affirmative,
reaffirmation,
affirming,Edu+Soc
contour,
contoured,Med
contour,Med
conspicuous,
conspicuously,
inconspicuous,
inconspicuously,
codon,Sci
navigate,
navigation,
navigator,
navigational,
circumnavigate,
circumnavigation,Hum
purport,
purported,
purportedly,
purport,Law
outset,
rightly,
rightful,
rightfully,
rightness,Rel
shortcoming,
custom,
customary,
customarily,
transparency,
partition,
partition,
partitioning,Sci
partitioned,
catalyst,
decay,
decay,Sci
decaying,
decayed,
accelerate,
acceleration,
accelerated,
accelerator,Sci
accelerating,
conservation,Sci
conserve,
conservationist,
conservator,Hum
conserved,Sci
handbook,
consortium,
resilience,
resilient,
preoccupation,
preoccupied,
preoccupy,
multinational,
multinational,
assimilation,His
assimilate,
assimilated,His
attend,Edu
attendance,Edu
attendee,
attendant,
attendant,
unattended,
attender,Soc
attending,Med
attended,Edu+Rel
per,
per,
per,
perpetrator,
perpetrate,
perpetration,
necessitate,
deterioration,
deteriorate,
deteriorating,
deteriorated,
tailor,
tailor,
tailored,
tailoring,
factual,
factually,
counterfactual,
postulate,
postulate,
postulated,
bridge,
bridge,
bridging,
unbridgeable,Hum
bridging,
socialization,Soc
socialize,
socialized,
socializing,
socializing,
regeneration,
regenerate,
regenerative,
unregenerate,Rel
regenerate,
regenerate,Med
regenerating,Sci
precursor,
augment,
augmentation,
augmented,Med
Dominican,
Dominican,Rel
ostensibly,
ostensible,
indispensable,
dispensable,
portray,
portrayal,
portrayed,Hum
sanction,His+Law
sanction,
sanctioned,
sanctioning,Law
sanctioning,
unsanctioned,
trade,
trade,
trading,
trader,
trade-off,
traded,
predispose,
predisposition,
predisposing,Med
predisposed,Med
overt,
overtly,Hum
pertinent,
pertinently,Hum
prominence,
rich,
richness,
riches,
richly,
face,
face,
face-to-face,
facing,
faceless,Hum
facing,
faced,His
contest,
contest,
contested,
contestant,Soc
uncontested,
contesting,
contestable,Law
incontestable,
inclined,
inclination,
incline,Med
incline,
noteworthy,
impetus,
computerized,
computationally,Sci
computerization,
computerize,Fin
order,
order,
orderly,
ordering,
ordered,
reorder,
reordering,
orderliness,
reorder,Sci
orderly,
unordered,Hum
disparate,
safeguard,
safeguard,
safeguarding,His+Law
set,
set,
setting,Edu
subset,
set,
setting,
stipulate,
stipulation,
stipulated,
congruent,
congruence,
tenet,
attest,
attestation,
peripheral,Med
periphery,
peripheral,Sci
peripherally,Med
day,
daily,
daily,Med
day-to-day,
present-day,
daylight,Sci
midday,
daily,
novelty,
coherence,
incoherence,
template,
encode,
encoder,Sci
encoded,
encoding,Edu
encoding,Rel
inverse,
inversely,
inverse,
capitalist,His
capitalist,
capitalistic,
affiliation,
affiliate,Med
affiliate,
affiliated,
unaffiliated,Rel
real,
reality,
realistic,
realism,Hum
realist,Hum
unrealistic,
realistically,
unreal,
realist,Hum
unrealistically,
unreality,Hum
real,
ascribe,
ascription,
ascribed,
affinity,
prescribe,Med
prescribed,
prescribing,Med
concur,
concurrence,Law
concurring,Law
locality,
induction,
induct,
erupt,
eruption,
eruptive,
erupting,Sci
family,
familial,
subfamily,Sci
receptive,
receptivity,
receptiveness,
unreceptive,
underpin,
underpinning,
latent,
latency,
asymmetry,
asymmetrical,
asymmetric,
asymmetrically,
security,
secure,
secure,
insecurity,
insecure,
securely,
unsecured,Law
secured,Law
securing,
normal,Med
normally,
normalize,
normalization,His
normality,
normalized,
normal,Med
vitality,
site,
on-site,
site,
siting,
terminate,
termination,
terminator,Sci
terminating,
terminated,
emanate,
emanation,Rel
breadth,
propensity,
dichotomy,
literacy,Edu
literate,
illiterate,
illiteracy,
literate,
illiterate,His
precipitation,Sci
precipitate,
precipitate,
precipitating,
precipitately,His+Law
multitude,
multitudinous,Hum
construe,
misconstrue,
misconstrued,Rel
stringent,
stringency,Law
stringently,Law
epistemological,
epistemology,Rel
epistemic,Hum
epistemically,Hum
episteme,Hum
epistemologist,Hum+Rel
unequivocally,
unequivocal,
equivocal,
notice,
notice,Law
noticeable,
unnoticed,
noticeably,
unnoticeable,
noticing,Edu+Rel
reiterate,
reiteration,Hum
reiterated,Hum
inconsistency,
drawback,
rabies,Sci
imagine,
imagination,Hum
imaginary,Hum
imaginative,Hum
imagined,
imaginable,
unimaginable,
imaginatively,Hum
imagining,
unimaginative,
unimaginably,
unimagined,
choose,
chosen,
choosing,
choosy,
unchosen,Law+Rel
synonymous,
synonym,
neural,
entrench,
entrenched,
entrenchment,His
multidimensional,
power,
powerful,
power,Sci
powerless,
powerfully,
powerlessness,
powered,Sci
refrain,
refrain,Hum
primacy,
conducive,
coexist,
coexistence,
coexisting,Med
coexistent,Med
suffice,
theorize,
theorizing,
theorized,
target,
target,
targeted,
targeting,
commonplace,
commonplace,Hum
amplify,
amplifier,Sci
amplification,Med
amplified,Med
outweigh,
intellect,
innate,
innately,
speculate,
speculation,
speculative,
speculator,
speculatively,
infuse,
infusion,Med
abandon,
abandonment,
abandoned,
abandon,
legitimize,
legitimization,
legitimizing,
legitimized,
geometry,Sci
geometric,
geometrical,Hum
geometrically,
purchase,
purchase,
purchasing,
purchaser,Law
purchased,
repurchase,Fin
purchasing,Hum+Rel
intrusion,
interplay,
livelihood,
ethos,
espouse,
espousal,Law
fluctuation,Sci
fluctuate,
fluctuating,
proxy,
position,
position,
positioning,
positional,Med
reposition,
repositioning,
positioned,Med
sociopolitical,
interdependent,
interdependency,
weight,Med
weight,
weighted,Med
weighting,
unweighted,Edu
weightlessness,Sci
weightless,Sci
redundant,
redundancy,
redundantly,Hum
concomitant,
concomitantly,
concomitant,
transient,
transience,Soc
transient,Sci
transiently,Med
interrupt,
interruption,
interrupt,
uninterrupted,
interrupted,Med
uninterruptedly,
inception,
bind,
binding,
bound,
bound,
binder,
bind,
bound,
binding,Hum
unbound,
unbind,
admit,
admittedly,
admitting,
admittance,
readmit,Med
admitted,
pertaining,Edu
pertain,
archive,
archival,
archive,
archivist,His
archived,
archiving,Sci
paramount,
confound,
confounding,Med
confounding,Med
confounded,
hamper,
hamper,
unhampered,Soc
hampered,
learn,Edu
learning,Edu
learner,Edu
learned,
relearn,
unlearn,Rel
unlearned,Rel
relearning,
found,
founder,
founding,
founding,
unfounded,
founder,
underline,
underlined,Edu
underlining,
underline,Soc
question,
question,
questionable,
questioning,
unquestionably,
questioning,Edu
unquestioned,
questioner,
unquestionable,
unquestioning,
unquestioningly,
questionably,His
questioned,Edu
questioningly,Rel
pioneer,
pioneering,
pioneer,
word,
wording,
word,
wordless,Hum
wordy,Hum
wordlessly,Rel
anecdotal,
anecdote,Hum
erroneous,
erroneously,
emulate,
emulation,Hum
emulator,Sci
refute,
refutation,
workload,
inadequacy,
adequacy,Edu
decrease,Med
decrease,Med
decreased,Med
decreasing,
fabrication,Sci
fabricate,
fabricated,
stationary,
reciprocity,
remedy,Law+Med
remedial,Edu
remedy,
remediable,Law
intervention,Edu
intervene,
intervening,
interventionist,
interventionism,His
interventionist,
merit,
merit,
unmerited,Rel
lecture,Edu
lecturer,
lecture,
lecturing,Edu
lectureship,
lecturing,Edu+Soc
relegate,
relegation,
twofold,
fourfold,
threefold,
fivefold,
tenfold,
tenfold,
hundredfold,
sixfold,Fin
thousandfold,Sci
eightfold,
sevenfold,Fin
eightfold,Fin
inflammasome,Med
metabolic,Med
metabolism,Med
rabbit,Sci
catabolic,Med
ectodomain,Med
inflammation,Med
acanthosis,Med
genomics,Sci
subtract,
subtraction,Edu
intrinsic,Edu
intrinsically,
dissolution,
permeate,
permeation,
ancestry,
informative,
uninformative,
informativeness,Med
fruitful,
fruitfully,Rel
fruitfulness,Rel
unfruitful,Med
purify,
purification,
purified,Med
purifying,Rel
prophecy,
omission,
locale,
micro,
further,
furtherance,Law
ensuing,
ensue,
impart,
impediment,
Anglo,
Anglo,
wherein,
methylation,Med
adenosine,Med
flavivirus,Med
ns5,Med
renin,Med
inhibition,Med
ceacam1,Med
ribonucleoprotein,Med
reactome,Sci
vaccines,Med
vaccine,Med
vaccination,Med
organs,Med
drugs,Med+Sci
match,
match,
matching,
matching,
matched,Edu+Med
mismatch,
unmatched,
mismatched,
mismatch,
rematch,Fin
matchless,Law
endemic,
instruction,Edu
instructional,Edu
instructor,Edu
instruct,
instructive,
instructionally,Edu
anatomy,Med
anatomical,
anatomically,
anatomist,Hum
incidental,
incidentally,
incidentals,Med
prerequisite,Edu
requisite,
prerequisite,Edu
requisite,
intolerance,
tolerant,
intolerant,
tolerantly,Rel
penetrate,
penetration,
penetrating,
interpenetration,Hum
penetrative,Soc
intimate,
intimacy,Rel
intimately,
intimate,
intimation,Hum
concentration,Med
concentrate,
concentrated,
concentrate,Med
vignette,
stratum,
bond,Fin
bond,Fin
bonding,
bonded,
biomedical,
paternal,
paternalism,
paternally,Sci
egalitarian,
egalitarianism,
egalitarian,Rel
chief,
chief,His
chiefly,
extrapolate,
extrapolation,
extant,
academia,
accrue,
accrual,
accrued,
compulsory,
presuppose,
presupposition,Rel
presupposed,Hum
priority,
prioritize,
prioritization,
prioritized,
simplistic,
simplistically,
repetitive,
repetitively,Med
repetitiveness,
seminal,
predetermined,
predetermine,
simulation,Sci
simulate,Sci
simulated,
simulator,Sci
aforementioned,
afore,Edu
enumerate,
enumeration,
enumerator,His
depletion,
deplete,
depleted,
tacit,
tacitly,
provisional,
provisionally,Law+Hum
oppression,
oppressive,
oppressed,
oppress,
oppressor,Rel
oppressively,
oppressiveness,
amino,Med
ccr5,Med
hiv-1,Med
post-gwas,Sci
allotransplantation,Med
tcr,Med
negligible,
negligibly,
ramification,
intermediary,
attract,
attractive,
attraction,
attractiveness,
attracting,
unattractive,
attractor,Sci
attractively,
attracted,
propagate,
propagation,Sci
propagator,Sci
typology,
transcript,
transcription,
transcriptional,Sci
multidisciplinary,
cyclophilin,Med
maladies,Hum
neurogenic,Sci+Med
neurogenesis,Med+Sci
pharmacotherapy,Med
pharmacotherapeutic,Med
pharmacotherapeutics,Med
in,
in,
inner,
in,
inward,
inward,
in,Med
innermost,
inwardly,Rel
inwardness,Hum
inwards,
diversify,Fin
diversification,
diversified,Fin
avoid,
avoidance,Soc
unavoidable,
unavoidably,
avoidable,Med
avoided,
exponentially,
exponential,
parity,
adverse,Med
adversely,
adversity,
coronaviridae,Med
potassium,Sci
element,Sci
glutathione,Med
peroxidase,Med
expend,
fra-2/ap-1,Sci
fra-2,Sci
ap-1,Sci
expendable,
expended,Edu
elucidate,
elucidation,
stagnation,
stagnate,
stagnating,
quarter,
quarterly,
quarterly,
quarterly,
quarter,
foregoing,
forgo,
forego,
foregone,
resurgence,
resurgent,His
lag,
lag,
lagged,Soc
lagging,Law
disintegration,
disintegrate,
disintegrating,
disintegrated,
concerted,
infant,
infancy,
harmony,Hum
harmonious,
harmoniously,
recourse,
citizen,
citizenship,His
citizenry,
multiplicity,
ally,His
allied,His
ally,
homogeneity,
intersection,
intersect,
intersecting,
pervade,
pervading,
parochial,
parochialism,His
tenuous,
tenuously,
tenuousness,Rel
inseparable,
separable,
inseparably,Rel
betacoronavirus,Med
pulmonary,Med
disease-a,Med
chemokines,Med
chemokine,Med
lymphocytes,Med
lymphocyte,Med
cytokines,Med
cytokine,Med
arid,
aridity,
acquiesce,
acquiescence,
acquiescent,Rel
null,
nullify,
nullification,His+Law
nullity,Law
prerogative,
cadre,
staff,
staff,
staffer,Law
staffing,
understaffed,
monograph,
cortex,
last,
last,
last,
lastly,
last,
last,Hum
overestimate,
overestimation,
overestimate,
expulsion,
conclusive,
inconclusive,
conclusively,
inconclusively,
immerse,
immersion,
repository,
substantiate,
unsubstantiated,
substantiation,
substantiated,Soc
intrusive,
intrusiveness,
consent,
consent,
consenting,Rel
primer,
guise,
exhaust,
exhaust,Sci
exhaustion,
exhaustive,
exhausted,
exhausting,
inexhaustible,
exhaustively,
exhaustible,Soc+Law
taboo,
taboo,
triad,
pathological,
pathologically,Med
corroborate,
corroboration,
corroborative,Edu
corroborating,
commonality,
deficiency,Med
deficient,
rudimentary,
rudiment,
negate,
negation,Hum
conjunction,
conjunction,
verbal,Edu
nonverbal,Edu
verbally,
verbalize,Edu
verbalization,Edu
verbalized,Hum
precondition,
preconditioning,Med
precondition,
elective,
elective,Edu+Hum
equity,Fin
inequity,
accentuate,
accentuation,
accentuated,Hum
retrieve,Edu
retrieval,
retriever,
retrieved,
infektionen,Med
lymphocytes,Med
healing,Med
fibrotic,Med
computational,Sci
rhinoviruses,Med
rhinovirus,Med
staphylococcus,Med
pneumocytes,Med
pneumocyte,Med
dysfunction,Med
neuronal,Med
prenatal,
predicate,
predicate,Hum
predication,Hum+Rel
predominate,
populace,
counteract,
impersonal,
impersonality,Hum
impersonally,
dominion,
advantage,
advantageous,
advantage,Edu
advantaged,Edu
advantageously,
cohesive,
cohesiveness,Edu
duplicate,
duplication,
duplicate,
duplicate,
duplicated,Edu
eminent,
eminently,
opposition,
oppose,
opposed,
opposing,
oppositional,
opposed,Hum
unopposed,His+Med
intertwine,
intertwined,Hum
twine,
twine,Hum
twining,Sci
direction,
directional,
bidirectional,
unidirectional,
indirection,Hum
threat,
threaten,
threatened,
threatening,
threateningly,
topography,
topographic,
antecedent,
antecedent,Edu
eschew,
inextricably,
inextricable,
circumvent,
circumvention,Law
supplant,
dislocation,
dislocate,
dislocated,Edu
caveat,
out,
out,
outside,
outside,
outer,
outside,
outsider,
outward,
outward,
out,
out,
outwardly,
outside,
outwards,
out,
covid-19,Med+Soc
tourism,Soc
precept,
auspice,
peculiar,
peculiarity,
peculiarly,
supervisor,Edu
supervision,Edu
supervise,
supervisory,
supervising,Edu
supervised,Edu
unsupervised,
ideological,
ideologically,
lopinavir,Med
lopinavir/ritonavir,Med
ritonavir,Med
genes,Sci
design,Sci
acute,Med
hemorrhagic,Med
edema,Med
benevolent,
benevolence,
benevolently,
calibration,Sci+Med
calibrate,
calibrated,Sci+Med
deviation,Edu
deviate,
deviated,Med
coalesce,
coalescence,
coalescing,Law
budget,
budgetary,
budget,
budgeted,
idiosyncratic,
idiosyncratically,Rel
utilitarian,
utilitarianism,Law
utilitarian,Law
vignette,Hum
synthesis,Sci
oligosaccharides,Sci
proteomic,Sci
nucleolus,Sci
ifitm1,Med
therapeutics,Med
personalized,
personalize,
personalization,
supersede,
supercede,
antagonism,
recurrence,Med
recurrent,Med
recurring,
recur,
succinctly,
succinct,
thereof,
west,
westward,
midwest,
westward,
westerly,
westerly,Sci
conjecture,
conjecture,
conjectural,Hum
corollary,
ecological,Sci
ecologically,
prepare,
preparation,Edu
prepared,
prep,Edu+Med
preparatory,
preparedness,Med
unprepared,
prep,Med
prep,Fin
conduit,
deduce,
prompt,
promptly,
prompt,Edu
prompt,
prompting,
unprompted,Soc
overarching,
circumscribe,
circumscribed,
circumscription,Soc
potency,
receive,
receiving,
received,
receivable,Fin
receiving,
unitary,
presumably,
presume,
presumption,Law
presumed,
intractable,
intractability,
encapsulate,
encapsulation,
encapsulated,Med
cytoplasmic,Med+Sci
polyadenylation,Med+Sci
mrna,Med+Sci
mutant,Sci+Med
spectrum,Sci
medicinal,Med
demarcation,
demarcate,
devalue,
devaluation,His
devalued,
devaluing,Edu+Hum
imbue,
calculus,
ameliorate,
amelioration,
ameliorating,
aversion,
aversive,Edu+Rel
averse,
nexus,
sponsor,
sponsor,
sponsorship,
sponsored,
sponsoring,
molecular,Med+Sci 
transmembrane,Med+Sci
helical,Sci+Med
entanglement,
entangle,
tangled,
tangle,
entangled,
tangle,
untangle,
untangled,Hum
nascent,
sclerosis,Med
sclerotic,Med
therapies,Med
therapeutic,Med
therapy,Med
biology,Sci
inertia,
automated,Sci
nanosheets,Sci
herpesvirus-6,Med
herpesvirus,Med
ebola,Med
risk,Sci+Fin
glycoprotein,Med
angiotensin,Sci
mitochondrial,Med+Sci
mitochondria,Med+Sci
suboxone,Med
aberration,
aberrational,Law+Rel
compulsion,
acid,Med+Sci
acids,Med+Sci
acidic,Sci
acidify,Sci
acidification,Sci
a-mino,Med
ebolavirus,Med
polyomavirus,Med
due,
due,
undue,
dues,
immunotherapy,Med
unduly,Law
duly,
musculoskeletal,Med
disability,Med+Soc
due,
MP,
predictprotein,Med+Sci
server,Sci
repression,
repressive,His
repress,
repressed,Hum
envisage,
discontinuity,
override,
overriding,
override,Law
dissociation,
dissociate,
dissociated,Rel
gratification,
gratifying,
gratify,
gratified,
gratifyingly,
rip3,Med+Sci
apoptosis,Med
pronecrotic,Med
kinase,Med
qualitative,Edu
qualitatively,
typify,
nasal,Med
spinal,Med
cord,Med
adhesins,Med
machine,Sci
virus-encoded,Med
therein,
cytochromecand,Sci
phenomenological,
phenomenology,Hum
phenomenologist,Hum
paucity,
more,
more,
more,
rupture,
rupture,
ruptured,Med
permeable,
permeability,
impermeable,
impermeability,Law
consensual,
attune,
attuned,Med
replete,
prism,
plethora,
auxiliary,
auxiliary,His
send,
sender,
sending,
procurement,
procure,
procurer,
allot,
allotment,His
allotted,
archaic,
compile,
compilation,
compiler,Sci
compiled,
equivalence,
condense,
condensate,Sci
condensed,Sci
condensation,Sci
condenser,Sci
condensing,Sci
decode,
decoder,Sci
decoding,Edu
decoding,
decoded,Sci
monolithic,
monolith,
deleterious,
symmetry,Sci
symmetrical,
symmetric,Sci
symmetrically,Hum
classical,Hum
classic,
classic,
neoclassical,
classicism,Hum
classically,
classicist,Rel
neoclassicism,Hum
herein,
cause,
cause,
causation,
causative,Med
tabulate,
tabulation,
tabulated,Med
stratification,
stratified,Edu
stratify,Med
paraphrase,
paraphrase,Hum
paraphrased,
crystal,Sci
crystallize,
crystallization,
crystallized,Edu
heuristic,
heuristically,
denigrate,
denigration,
discernible,
indiscernible,Hum
discernibly,Hum
hereditary,
habitual,
habitually,
feudal,
feudalism,
predate,
esoteric,
popular,
popularity,
unpopular,Law
popularize,
popularly,
popularization,
unpopularity,Law
popularizer,
popularized,Hum
orientation,Soc
oriented,
reorientation,His
orienteering,Rel
orienting,Rel
orientate,
dearth,
concise,
concisely,
anomaly,Med
anomalous,
anomalously,Sci
hitherto,
innumerable,
apex,
double,
double,
double,Hum
doubling,
doubly,Hum
double,
redouble,
doubled,Hum
redoubled,His+Hum
harmonize,
harmonization,Law
harmonized,Law
minister,His
ministerial,
minister,Rel
Darwinian,
Darwinian,
altruistic,
altruistically,Rel
ascend,
ascendancy,
ascending,
ascendant,
ascendance,
inverted,
invert,Hum
invert,Med
inverting,Sci
parenthesis,
opportunistic,
opportune,His
opportunism,Law
opportunist,
opportunistically,
inopportune,
opportunist,His+Law
reason,
reasonable,
reasoning,Edu
reasonably,
reason,
unreasonable,Law
reasoned,
reasonableness,Law
unreasonably,Law
reasonable,Law
unreasonableness,Law
unreasoning,
aggressor,
attenuate,
attenuation,Med
attenuated,
vested,
vest,Med
vest,Law
vesting,Law
rigid,
rigidity,
rigidly,
oversimplify,
oversimplification,
oversimplified,
axiom,
axiomatic,
appreciable,
appreciably,
amenable,
instant,
instantly,
instant,
instantaneous,
instantaneously,
foremost,
fore,
fore,
fore,
foremost,
deconstruction,Hum
deconstruct,
deconstructive,Hum
deconstructionism,Hum
deconstructed,Rel
legitimate,
legitimacy,His
illegitimate,
legitimately,
legitimate,
legitimation,
illegitimacy,Law
legitimating,
illegitimately,
antagonistic,
antagonist,Med
hereafter,
hereafter,
puzzle,
puzzle,
puzzling,
puzzled,
puzzlement,
puzzler,
preponderance,
preponderant,His
sustenance,
dynamism,
commensurate,
incommensurate,Hum
disengagement,
disengage,
disengaged,Hum
definitely,
definite,
indefinitely,
indefinite,
contiguous,
point,
point,
pointer,
midpoint,
pointed,Hum
pointless,
pointedly,
pointing,Sci
pointy,
pointing,Hum+Sci
pointlessly,
pointlessness,
mistrust,
mistrust,
mistrustful,
consultant,Edu
consultation,Edu
consult,
consulting,
consulting,Fin
consultative,
consultancy,Fin
fallacy,
fallacious,
inculcate,
inculcation,
expediency,
expedient,
expedient,Law
expedience,
expediently,Med
expert,
expert,
expertly,
inexpert,
